V1 V2
7407 GRAP2 CD80
7408 HLA-DRA CD80
7409 ITK CD80
7410 LCK CD80
7411 MAP4K1 CD80
7412 PTPRC CD80
7413 CD80 RASGRP1
7414 TRPV6 CD80
7415 CD80 ZAP70
7416 CD86 FLNA
7417 CD86 FYB
7418 GRAP2 CD86
7419 HLA-DRA CD86
7420 ITK CD86
7421 LCK CD86
7422 MAP4K1 CD86
7423 PTPRC CD86
7424 CD86 RASGRP1
7425 TRPV6 CD86
7426 CD86 ZAP70
7427 FLNA FYB
7428 GRAP2 FLNA
7429 HLA-DRA FLNA
7430 ITK FLNA
7431 LCK FLNA
7432 MAP4K1 FLNA
7433 PTPRC FLNA
7434 FLNA RASGRP1
7435 TRPV6 FLNA
7436 FLNA ZAP70
7437 GRAP2 FYB
7438 HLA-DRA FYB
7439 ITK FYB
7440 LCK FYB
7441 MAP4K1 FYB
7442 PTPRC FYB
7443 FYB RASGRP1
7444 TRPV6 FYB
7445 FYB ZAP70
7446 GRAP2 HLA-DRA
7447 GRAP2 ITK
7448 LCK GRAP2
7449 GRAP2 PTPRC
7450 GRAP2 RASGRP1
7451 GRAP2 TRPV6
7452 GRAP2 ZAP70
7453 ITK HLA-DRA
7454 MAP4K1 HLA-DRA
7455 HLA-DRA RASGRP1
7456 TRPV6 HLA-DRA
7457 HLA-DRA ZAP70
7458 MAP4K1 ITK
7459 ITK PTPRC
7460 ITK RASGRP1
7461 TRPV6 ITK
7462 LCK MAP4K1
7463 LCK RASGRP1
7464 MAP4K1 RASGRP1
7465 MAP4K1 TRPV6
7466 MAP4K1 ZAP70
7467 PTPRC RASGRP1
7468 TRPV6 PTPRC
7469 PTPRC ZAP70
7470 TRPV6 RASGRP1
7471 RASGRP1 ZAP70
7472 TRPV6 ZAP70
7473 CARD11 CD8A
7474 CARD11 CD8B
7475 PRF1 CARD11
7476 CD247 CD8A
7477 CD247 CD8B
7478 PRF1 CD247
7479 CD28 CD8A
7480 CD28 CD8B
7481 PRF1 CD28
7482 CD3D CD8A
7483 CD3D CD8B
7484 PRF1 CD3D
7485 CD3E CD8A
7486 CD3E CD8B
7487 PRF1 CD3E
7488 CD3G CD8A
7489 CD3G CD8B
7490 PRF1 CD3G
7491 CD80 CD8A
7492 CD80 CD8B
7493 PRF1 CD80
7494 CD86 CD8A
7495 CD86 CD8B
7496 PRF1 CD86
7497 CD8A CD8B
7498 GRAP2 CD8A
7499 LCK CD8A
7500 PRF1 CD8A
7501 PTPRC CD8A
7502 RASGRP1 CD8A
7503 TRPV6 CD8A
7504 CD8A ZAP70
7505 GRAP2 CD8B
7506 LCK CD8B
7507 PRF1 CD8B
7508 PTPRC CD8B
7509 RASGRP1 CD8B
7510 TRPV6 CD8B
7511 CD8B ZAP70
7512 PRF1 GRAP2
7513 PRF1 PTPRC
7514 PRF1 RASGRP1
7515 PRF1 TRPV6
7516 PRF1 ZAP70
7517 CAMK2B RASA4
7518 CAMK2B RASAL1
7519 CAMK2B RASGRF1
7520 CAMK2B RASGRP1
7521 CAMK2B RASGRP3
7522 CAMK2B RASGRP4
7523 CAMK2B RIN1
7524 RASA4 RASAL1
7525 RASGRF1 RASA4
7526 RASGRP1 RASA4
7527 RASA4 RASGRP3
7528 RASA4 RASGRP4
7529 RIN1 RASA4
7530 RASGRF1 RASAL1
7531 RASGRP1 RASAL1
7532 RASAL1 RASGRP3
7533 RASAL1 RASGRP4
7534 RIN1 RASAL1
7535 RASGRF1 RASGRP1
7536 RASGRF1 RASGRP3
7537 RASGRF1 RASGRP4
7538 RASGRF1 RIN1
7539 RASGRP1 RASGRP3
7540 RASGRP1 RASGRP4
7541 RIN1 RASGRP1
7542 RASGRP3 RASGRP4
7543 RIN1 RASGRP3
7544 RIN1 RASGRP4
7545 DNM1 EFNA5
7546 DNM1 EFNB3
7547 DNM1 EPHB1
7548 EPHB2 DNM1
7549 DNM1 EPHB3
7550 DNM1 GRB7
7551 DNM1 GRIA1
7552 DNM1 TF
7553 EFNA5 EFNB3
7554 EFNA5 EPHB1
7555 EPHB2 EFNA5
7556 EFNA5 EPHB3
7557 GRB7 EFNA5
7558 EFNA5 GRIA1
7559 PIK3R1 EFNA5
7560 EFNA5 TF
7561 EFNB3 EPHB1
7562 EPHB2 EFNB3
7563 EFNB3 EPHB3
7564 GRB7 EFNB3
7565 EFNB3 GRIA1
7566 PIK3R1 EFNB3
7567 EFNB3 TF
7568 EPHB2 EPHB1
7569 EPHB1 EPHB3
7570 GRB7 EPHB1
7571 EPHB1 GRIA1
7572 PIK3R1 EPHB1
7573 EPHB1 TF
7574 EPHB2 EPHB3
7575 EPHB2 GRB7
7576 EPHB2 GRIA1
7577 PIK3R1 EPHB2
7578 EPHB2 TF
7579 GRB7 EPHB3
7580 EPHB3 GRIA1
7581 PIK3R1 EPHB3
7582 EPHB3 TF
7583 GRB7 GRIA1
7584 GRB7 TF
7585 PIK3R1 GRIA1
7586 GRIA1 TF
7587 PIK3R1 TF
7588 BLK EPHB1
7589 BLK EPHB2
7590 BLK FGA
7591 BLK FGB
7592 BLK FGG
7593 BLK RGS3
7594 BLK TIAM1
7595 CXCR4 EPHB1
7596 CXCR4 EPHB2
7597 FGA CXCR4
7598 FGB CXCR4
7599 FGG CXCR4
7600 CXCR4 ITGA2B
7601 CXCR4 RGS3
7602 CXCR4 TIAM1
7603 FGA DNM1
7604 FGB DNM1
7605 FGG DNM1
7606 ITGA2B DNM1
7607 ITGB3 DNM1
7608 DNM1 RGS3
7609 FGA EPHB1
7610 FGB EPHB1
7611 FGG EPHB1
7612 FGR EPHB1
7613 HCK EPHB1
7614 ITGA2B EPHB1
7615 ITGB3 EPHB1
7616 LCK EPHB1
7617 EPHB1 RGS3
7618 TIAM1 EPHB1
7619 FGA EPHB2
7620 FGB EPHB2
7621 FGG EPHB2
7622 FGR EPHB2
7623 HCK EPHB2
7624 EPHB2 ITGA2B
7625 ITGB3 EPHB2
7626 LCK EPHB2
7627 EPHB2 RGS3
7628 EPHB2 TIAM1
7629 FGR FGA
7630 HCK FGA
7631 LCK FGA
7632 PIK3R1 FGA
7633 FGA RGS3
7634 FGA TIAM1
7635 FGR FGB
7636 HCK FGB
7637 LCK FGB
7638 PIK3R1 FGB
7639 FGB RGS3
7640 FGB TIAM1
7641 FGR FGG
7642 LCK FGG
7643 FGG RGS3
7644 FGG TIAM1
7645 FGR RGS3
7646 FGR TIAM1
7647 HCK RGS3
7648 HCK TIAM1
7649 ITGA2B RGS3
7650 ITGA2B TIAM1
7651 ITGB3 RGS3
7652 ITGB3 TIAM1
7653 LCK RGS3
7654 LCK TIAM1
7655 PIK3R1 RGS3
7656 TIAM1 RGS3
7657 BLK DUSP1
7658 BLK DUSP10
7659 BLK DUSP8
7660 MAP2K6 BLK
7661 BLK PAK3
7662 DUSP1 DUSP10
7663 DUSP1 DUSP8
7664 FGR DUSP1
7665 HCK DUSP1
7666 LCK DUSP1
7667 MAP2K6 DUSP1
7668 DUSP1 PAK3
7669 DUSP10 DUSP8
7670 FGR DUSP10
7671 HCK DUSP10
7672 LCK DUSP10
7673 MAP2K6 DUSP10
7674 DUSP10 PAK3
7675 FGR DUSP8
7676 HCK DUSP8
7677 LCK DUSP8
7678 MAP2K6 DUSP8
7679 DUSP8 PAK3
7680 MAP2K6 FGR
7681 FGR PAK3
7682 HCK PAK3
7683 MAP2K6 LCK
7684 LCK PAK3
7685 MAP2K6 PAK3
7686 BLK FLT1
7687 BLK LAMA1
7688 BLK NRG1
7689 BLK PLA2G2A
7690 BLK SERPINC1
7691 BLK SLIT2
7692 BLK TDGF1
7693 BLK TGFB2
7694 BLK TGFB3
7695 BLK VEGFA
7696 FGR FLT1
7697 FGR LAMA1
7698 FGR NRG1
7699 FGR PLA2G2A
7700 FGR SERPINC1
7701 FGR SLIT2
7702 FGR TDGF1
7703 FGR TGFB2
7704 FGR TGFB3
7705 FGR VEGFA
7706 HCK FLT1
7707 LAMA1 FLT1
7708 LCK FLT1
7709 FLT1 NRG1
7710 FLT1 PLA2G2A
7711 FLT1 SERPINC1
7712 FLT1 SLIT2
7713 FLT1 TDGF1
7714 FLT1 TGFB2
7715 FLT1 TGFB3
7716 HCK LAMA1
7717 HCK NRG1
7718 HCK PLA2G2A
7719 HCK SERPINC1
7720 HCK SLIT2
7721 HCK TDGF1
7722 HCK TGFB2
7723 HCK TGFB3
7724 HCK VEGFA
7725 LCK LAMA1
7726 LAMA1 NRG1
7727 LAMA1 PLA2G2A
7728 LAMA1 SERPINC1
7729 LAMA1 SLIT2
7730 LAMA1 TDGF1
7731 LAMA1 TGFB2
7732 LAMA1 TGFB3
7733 LCK NRG1
7734 LCK PLA2G2A
7735 LCK SERPINC1
7736 LCK SLIT2
7737 LCK TDGF1
7738 LCK TGFB2
7739 LCK TGFB3
7740 NRG1 PLA2G2A
7741 NRG1 SERPINC1
7742 NRG1 SLIT2
7743 NRG1 TDGF1
7744 NRG1 TGFB2
7745 NRG1 TGFB3
7746 VEGFA NRG1
7747 PLA2G2A SERPINC1
7748 PLA2G2A SLIT2
7749 PLA2G2A TDGF1
7750 PLA2G2A TGFB2
7751 PLA2G2A TGFB3
7752 VEGFA PLA2G2A
7753 SERPINC1 SLIT2
7754 SERPINC1 TDGF1
7755 SERPINC1 TGFB2
7756 SERPINC1 TGFB3
7757 VEGFA SERPINC1
7758 SLIT2 TDGF1
7759 SLIT2 TGFB2
7760 SLIT2 TGFB3
7761 VEGFA SLIT2
7762 TDGF1 TGFB2
7763 TDGF1 TGFB3
7764 VEGFA TDGF1
7765 TGFB2 TGFB3
7766 VEGFA TGFB2
7767 VEGFA TGFB3
7768 BLK MAOB
7769 BLK SLC6A3
7770 BLK SNCA
7771 BLK UCHL1
7772 FGR MAOB
7773 FGR SLC6A3
7774 FGR SNCA
7775 FGR UCHL1
7776 HCK MAOB
7777 HCK SLC6A3
7778 HCK SNCA
7779 HCK UCHL1
7780 LCK MAOB
7781 LCK SLC6A3
7782 LCK SNCA
7783 LCK UCHL1
7784 PLCB2 MAOB
7785 MAOB SLC6A3
7786 MAOB SNCA
7787 SYK MAOB
7788 MAOB UCHL1
7789 PLCB2 SLC6A3
7790 PLCB2 SNCA
7791 PLCB2 UCHL1
7792 SLC6A3 SNCA
7793 SYK SLC6A3
7794 SLC6A3 UCHL1
7795 SYK SNCA
7796 SNCA UCHL1
7797 SYK UCHL1
7798 BLK EFNA1
7799 BLK EFNA5
7800 BLK EPHA3
7801 BLK EPHA4
7802 BLK EPHA7
7803 BLK NGEF
7804 EFNA1 EFNA5
7805 EFNA1 EPHA3
7806 EFNA1 EPHA4
7807 EFNA1 EPHA7
7808 FGR EFNA1
7809 HCK EFNA1
7810 LCK EFNA1
7811 EFNA1 NGEF
7812 EFNA1 PIK3CG
7813 EFNA1 PIK3R6
7814 EFNA5 EPHA3
7815 EFNA5 EPHA4
7816 EFNA5 EPHA7
7817 FGR EFNA5
7818 HCK EFNA5
7819 LCK EFNA5
7820 EFNA5 NGEF
7821 PIK3CG EFNA5
7822 PIK3R6 EFNA5
7823 EPHA3 EPHA4
7824 EPHA3 EPHA7
7825 FGR EPHA3
7826 HCK EPHA3
7827 LCK EPHA3
7828 EPHA3 NGEF
7829 PIK3CG EPHA3
7830 PIK3R6 EPHA3
7831 EPHA4 EPHA7
7832 FGR EPHA4
7833 HCK EPHA4
7834 LCK EPHA4
7835 EPHA4 NGEF
7836 PIK3CG EPHA4
7837 PIK3R6 EPHA4
7838 FGR EPHA7
7839 HCK EPHA7
7840 LCK EPHA7
7841 EPHA7 NGEF
7842 PIK3CG EPHA7
7843 PIK3R6 EPHA7
7844 FGR NGEF
7845 HCK NGEF
7846 LCK NGEF
7847 PIK3CG NGEF
7848 PIK3R6 NGEF
7849 ACTA1 CIT
7850 ACTA1 CYR61
7851 ACTA1 F2RL2
7852 ACTA1 FOS
7853 MAP2K6 ACTA1
7854 ACTA1 MYL2
7855 ACTA1 SH3GL2
7856 ACTA1 SLC9A3
7857 CYR61 CIT
7858 F2RL2 CIT
7859 FOS CIT
7860 JUN CIT
7861 MAP2K6 CIT
7862 MYL2 CIT
7863 SH3GL2 CIT
7864 SLC9A3 CIT
7865 CYR61 F2RL2
7866 CYR61 FOS
7867 JUN CYR61
7868 MAP2K6 CYR61
7869 CYR61 MYL2
7870 CYR61 SH3GL2
7871 CYR61 SLC9A3
7872 F2RL2 SLC9A3
7873 MYL2 FOS
7874 FOS SH3GL2
7875 MAP2K6 SH3GL2
7876 MAP2K6 SLC9A3
7877 MYL2 SH3GL2
7878 MYL2 SLC9A3
7879 SLC9A3 SH3GL2
7880 PLAUR NME1
7881 PLAUR TIAM1
7882 CCL2 ALOX12B
7883 CD3E ALOX12B
7884 CD4 ALOX12B
7885 ALOX12B CXCL1
7886 CXCL9 ALOX12B
7887 IFNG ALOX12B
7888 ALOX12B IL12RB1
7889 IL18 ALOX12B
7890 ALOX12B IL18R1
7891 ALOX12B IL18RAP
7892 IL1B ALOX12B
7893 ALOX12B IL24
7894 IL6 ALOX12B
7895 ALOX12B MPO
7896 NFKBIA ALOX12B
7897 NOS2 ALOX12B
7898 PIK3R1 ALOX12B
7899 SOCS3 ALOX12B
7900 ALOX12B STAT4
7901 TNF ALOX12B
7902 CCL2 CD3E
7903 CCL2 CD4
7904 CCL2 CXCL1
7905 CCL2 CXCL9
7906 IFNG CCL2
7907 CCL2 IL12RB1
7908 IL18 CCL2
7909 CCL2 IL18R1
7910 CCL2 IL18RAP
7911 IL1B CCL2
7912 CCL2 IL24
7913 IL6 CCL2
7914 CCL2 MPO
7915 NFKBIA CCL2
7916 NOS2 CCL2
7917 SOCS3 CCL2
7918 CCL2 STAT4
7919 TNF CCL2
7920 CD3E CXCL1
7921 CXCL9 CD3E
7922 IFNG CD3E
7923 CD3E IL12RB1
7924 IL18 CD3E
7925 CD3E IL18R1
7926 CD3E IL18RAP
7927 IL1B CD3E
7928 CD3E IL24
7929 IL6 CD3E
7930 CD3E MPO
7931 NFKBIA CD3E
7932 NOS2 CD3E
7933 SOCS3 CD3E
7934 CD3E STAT4
7935 TNF CD3E
7936 CD4 CXCL1
7937 CXCL9 CD4
7938 IFNG CD4
7939 CD4 IL12RB1
7940 IL18 CD4
7941 CD4 IL18R1
7942 CD4 IL18RAP
7943 IL1B CD4
7944 CD4 IL24
7945 IL6 CD4
7946 CD4 MPO
7947 NFKBIA CD4
7948 NOS2 CD4
7949 SOCS3 CD4
7950 CD4 STAT4
7951 TNF CD4
7952 CXCL9 CXCL1
7953 IFNG CXCL1
7954 CXCL1 IL12RB1
7955 IL18 CXCL1
7956 CXCL1 IL18R1
7957 CXCL1 IL18RAP
7958 IL1B CXCL1
7959 CXCL1 IL24
7960 IL6 CXCL1
7961 CXCL1 MPO
7962 NFKBIA CXCL1
7963 NOS2 CXCL1
7964 PIK3R1 CXCL1
7965 SOCS3 CXCL1
7966 CXCL1 STAT4
7967 TNF CXCL1
7968 IFNG CXCL9
7969 CXCL9 IL12RB1
7970 IL18 CXCL9
7971 CXCL9 IL18R1
7972 CXCL9 IL18RAP
7973 IL1B CXCL9
7974 CXCL9 IL24
7975 IL6 CXCL9
7976 CXCL9 MPO
7977 NFKBIA CXCL9
7978 NOS2 CXCL9
7979 SOCS3 CXCL9
7980 CXCL9 STAT4
7981 TNF CXCL9
7982 IFNG IL12RB1
7983 IL18 IFNG
7984 IFNG IL18R1
7985 IFNG IL18RAP
7986 IFNG IL24
7987 IFNG MPO
7988 NFKBIA IFNG
7989 NOS2 IFNG
7990 IFNG STAT4
7991 TNF IFNG
7992 IL18 IL12RB1
7993 IL12RB1 IL18R1
7994 IL12RB1 IL18RAP
7995 IL1B IL12RB1
7996 IL12RB1 IL24
7997 IL6 IL12RB1
7998 IL12RB1 MPO
7999 NFKBIA IL12RB1
8000 NOS2 IL12RB1
8001 PIK3R1 IL12RB1
8002 SOCS3 IL12RB1
8003 IL12RB1 STAT4
8004 TNF IL12RB1
8005 IL18 IL18R1
8006 IL18 IL18RAP
8007 IL18 IL24
8008 IL6 IL18
8009 IL18 MPO
8010 NFKBIA IL18
8011 NOS2 IL18
8012 PIK3R1 IL18
8013 IL18 SOCS3
8014 IL18 STAT4
8015 IL18R1 IL18RAP
8016 IL1B IL18R1
8017 IL18R1 IL24
8018 IL6 IL18R1
8019 IL18R1 MPO
8020 NFKBIA IL18R1
8021 NOS2 IL18R1
8022 PIK3R1 IL18R1
8023 SOCS3 IL18R1
8024 IL18R1 STAT4
8025 TNF IL18R1
8026 IL1B IL18RAP
8027 IL18RAP IL24
8028 IL6 IL18RAP
8029 IL18RAP MPO
8030 NFKBIA IL18RAP
8031 NOS2 IL18RAP
8032 PIK3R1 IL18RAP
8033 SOCS3 IL18RAP
8034 IL18RAP STAT4
8035 TNF IL18RAP
8036 IL1B IL24
8037 IL1B IL6
8038 IL1B MPO
8039 NFKBIA IL1B
8040 IL1B NOS2
8041 IL1B SOCS3
8042 IL1B STAT4
8043 IL6 IL24
8044 IL24 MPO
8045 NFKBIA IL24
8046 NOS2 IL24
8047 PIK3R1 IL24
8048 SOCS3 IL24
8049 IL24 STAT4
8050 TNF IL24
8051 IL6 MPO
8052 IL6 NOS2
8053 IL6 STAT4
8054 NFKBIA MPO
8055 NOS2 MPO
8056 PIK3R1 MPO
8057 SOCS3 MPO
8058 MPO STAT4
8059 TNF MPO
8060 NFKBIA NOS2
8061 NFKBIA SOCS3
8062 NFKBIA STAT4
8063 PIK3R1 NOS2
8064 NOS2 SOCS3
8065 NOS2 STAT4
8066 TNF NOS2
8067 PIK3R1 STAT4
8068 SOCS3 STAT4
8069 TNF SOCS3
8070 TNF STAT4
8071 EBI3 GATA3
8072 IFNG EBI3
8073 EBI3 IL12A
8074 IL12RB1 EBI3
8075 EBI3 IL12RB2
8076 IL18 EBI3
8077 IL1B EBI3
8078 EBI3 IL27
8079 IL6 EBI3
8080 STAT4 EBI3
8081 EBI3 TBX21
8082 TNF EBI3
8083 IFNG GATA3
8084 GATA3 IL12A
8085 IL12RB1 GATA3
8086 GATA3 IL12RB2
8087 IL18 GATA3
8088 IL1B GATA3
8089 GATA3 IL27
8090 IL6 GATA3
8091 STAT4 GATA3
8092 GATA3 TBX21
8093 TNF GATA3
8094 IFNG IL12A
8095 IFNG IL12RB2
8096 IFNG IL27
8097 IFNG TBX21
8098 IL12RB1 IL12A
8099 IL12A IL12RB2
8100 IL18 IL12A
8101 IL1B IL12A
8102 IL12A IL27
8103 IL6 IL12A
8104 STAT4 IL12A
8105 IL12A TBX21
8106 TNF IL12A
8107 IL12RB1 IL12RB2
8108 IL12RB1 IL27
8109 IL12RB1 TBX21
8110 IL18 IL12RB2
8111 IL1B IL12RB2
8112 IL12RB2 IL27
8113 IL6 IL12RB2
8114 STAT4 IL12RB2
8115 IL12RB2 TBX21
8116 TNF IL12RB2
8117 IL18 IL27
8118 IL18 TBX21
8119 IL1B IL27
8120 IL1B TBX21
8121 IL6 IL27
8122 STAT4 IL27
8123 IL27 TBX21
8124 TNF IL27
8125 IL6 TBX21
8126 STAT4 TBX21
8127 TNF TBX21
8128 CCL3 CCR5
8129 CD247 CCL3
8130 CD3D CCL3
8131 CD3E CCL3
8132 CD3G CCL3
8133 CD4 CCL3
8134 CD8A CCL3
8135 CD8B CCL3
8136 CCL3 EOMES
8137 FASLG CCL3
8138 FOS CCL3
8139 GADD45B CCL3
8140 GADD45G CCL3
8141 CCL3 GZMA
8142 GZMB CCL3
8143 HLA-DRA CCL3
8144 IFNG CCL3
8145 IL12A CCL3
8146 IL12RB1 CCL3
8147 IL12RB2 CCL3
8148 IL18 CCL3
8149 IL18R1 CCL3
8150 IL18RAP CCL3
8151 IL1B CCL3
8152 IL1R1 CCL3
8153 IL2RA CCL3
8154 IL2RB CCL3
8155 LCK CCL3
8156 MAP2K6 CCL3
8157 NOS2 CCL3
8158 RELB CCL3
8159 SOCS1 CCL3
8160 STAT4 CCL3
8161 TBX21 CCL3
8162 CD247 CCR5
8163 CD3D CCR5
8164 CD3E CCR5
8165 CD3G CCR5
8166 CD4 CCR5
8167 CD8A CCR5
8168 CD8B CCR5
8169 CCR5 EOMES
8170 FASLG CCR5
8171 FOS CCR5
8172 GADD45B CCR5
8173 GADD45G CCR5
8174 CCR5 GZMA
8175 GZMB CCR5
8176 HLA-DRA CCR5
8177 IFNG CCR5
8178 IL12A CCR5
8179 IL12RB1 CCR5
8180 IL12RB2 CCR5
8181 IL18 CCR5
8182 IL18R1 CCR5
8183 IL18RAP CCR5
8184 IL1B CCR5
8185 IL1R1 CCR5
8186 IL2RA CCR5
8187 IL2RB CCR5
8188 LCK CCR5
8189 MAP2K6 CCR5
8190 NOS2 CCR5
8191 RELB CCR5
8192 SOCS1 CCR5
8193 STAT4 CCR5
8194 TBX21 CCR5
8195 CD247 EOMES
8196 CD247 FOS
8197 GADD45B CD247
8198 GADD45G CD247
8199 CD247 GZMA
8200 GZMB CD247
8201 CD247 IFNG
8202 CD247 IL12A
8203 CD247 IL12RB1
8204 CD247 IL12RB2
8205 CD247 IL18
8206 CD247 IL18R1
8207 CD247 IL18RAP
8208 CD247 IL1B
8209 CD247 IL1R1
8210 CD247 IL2RA
8211 CD247 IL2RB
8212 MAP2K6 CD247
8213 CD247 NOS2
8214 CD247 RELB
8215 CD247 SOCS1
8216 CD247 STAT4
8217 CD247 TBX21
8218 CD3D EOMES
8219 FASLG CD3D
8220 FOS CD3D
8221 GADD45B CD3D
8222 GADD45G CD3D
8223 CD3D GZMA
8224 GZMB CD3D
8225 IFNG CD3D
8226 CD3D IL12A
8227 CD3D IL12RB1
8228 CD3D IL12RB2
8229 IL18 CD3D
8230 CD3D IL18R1
8231 CD3D IL18RAP
8232 IL1B CD3D
8233 IL1R1 CD3D
8234 IL2RA CD3D
8235 IL2RB CD3D
8236 MAP2K6 CD3D
8237 NOS2 CD3D
8238 RELB CD3D
8239 SOCS1 CD3D
8240 CD3D STAT4
8241 CD3D TBX21
8242 CD3E EOMES
8243 FASLG CD3E
8244 FOS CD3E
8245 GADD45B CD3E
8246 GADD45G CD3E
8247 CD3E GZMA
8248 GZMB CD3E
8249 CD3E IL12A
8250 CD3E IL12RB2
8251 IL1R1 CD3E
8252 IL2RA CD3E
8253 IL2RB CD3E
8254 MAP2K6 CD3E
8255 RELB CD3E
8256 SOCS1 CD3E
8257 CD3E TBX21
8258 CD3G EOMES
8259 FASLG CD3G
8260 FOS CD3G
8261 GADD45B CD3G
8262 GADD45G CD3G
8263 CD3G GZMA
8264 GZMB CD3G
8265 IFNG CD3G
8266 CD3G IL12A
8267 CD3G IL12RB1
8268 CD3G IL12RB2
8269 IL18 CD3G
8270 CD3G IL18R1
8271 CD3G IL18RAP
8272 IL1B CD3G
8273 IL1R1 CD3G
8274 IL2RA CD3G
8275 IL2RB CD3G
8276 MAP2K6 CD3G
8277 NOS2 CD3G
8278 RELB CD3G
8279 SOCS1 CD3G
8280 CD3G STAT4
8281 CD3G TBX21
8282 CD4 CD8A
8283 CD4 CD8B
8284 CD4 EOMES
8285 FASLG CD4
8286 FOS CD4
8287 GADD45B CD4
8288 GADD45G CD4
8289 CD4 GZMA
8290 GZMB CD4
8291 CD4 IL12A
8292 CD4 IL12RB2
8293 IL1R1 CD4
8294 IL2RA CD4
8295 IL2RB CD4
8296 MAP2K6 CD4
8297 RELB CD4
8298 SOCS1 CD4
8299 CD4 TBX21
8300 CD8A EOMES
8301 FASLG CD8A
8302 FOS CD8A
8303 GADD45B CD8A
8304 GADD45G CD8A
8305 CD8A GZMA
8306 GZMB CD8A
8307 HLA-DRA CD8A
8308 IFNG CD8A
8309 CD8A IL12A
8310 CD8A IL12RB1
8311 CD8A IL12RB2
8312 IL18 CD8A
8313 CD8A IL18R1
8314 CD8A IL18RAP
8315 IL1B CD8A
8316 IL1R1 CD8A
8317 IL2RA CD8A
8318 IL2RB CD8A
8319 MAP2K6 CD8A
8320 NOS2 CD8A
8321 RELB CD8A
8322 SOCS1 CD8A
8323 CD8A STAT4
8324 CD8A TBX21
8325 CD8B EOMES
8326 FASLG CD8B
8327 FOS CD8B
8328 GADD45B CD8B
8329 GADD45G CD8B
8330 CD8B GZMA
8331 GZMB CD8B
8332 HLA-DRA CD8B
8333 IFNG CD8B
8334 CD8B IL12A
8335 CD8B IL12RB1
8336 CD8B IL12RB2
8337 IL18 CD8B
8338 CD8B IL18R1
8339 CD8B IL18RAP
8340 IL1B CD8B
8341 IL1R1 CD8B
8342 IL2RA CD8B
8343 IL2RB CD8B
8344 MAP2K6 CD8B
8345 NOS2 CD8B
8346 RELB CD8B
8347 SOCS1 CD8B
8348 CD8B STAT4
8349 CD8B TBX21
8350 FASLG EOMES
8351 FOS EOMES
8352 GADD45B EOMES
8353 GADD45G EOMES
8354 EOMES GZMA
8355 GZMB EOMES
8356 HLA-DRA EOMES
8357 IFNG EOMES
8358 IL12A EOMES
8359 IL12RB1 EOMES
8360 IL12RB2 EOMES
8361 IL18 EOMES
8362 IL18R1 EOMES
8363 IL18RAP EOMES
8364 IL1B EOMES
8365 IL1R1 EOMES
8366 IL2RA EOMES
8367 IL2RB EOMES
8368 LCK EOMES
8369 MAP2K6 EOMES
8370 NOS2 EOMES
8371 RELB EOMES
8372 SOCS1 EOMES
8373 STAT4 EOMES
8374 TBX21 EOMES
8375 FASLG FOS
8376 GADD45B FASLG
8377 GADD45G FASLG
8378 FASLG GZMA
8379 FASLG HLA-DRA
8380 FASLG IFNG
8381 FASLG IL12A
8382 FASLG IL12RB1
8383 FASLG IL12RB2
8384 FASLG IL18
8385 FASLG IL18R1
8386 FASLG IL18RAP
8387 FASLG IL1B
8388 FASLG IL1R1
8389 FASLG NOS2
8390 FASLG RELB
8391 FASLG SOCS1
8392 FASLG STAT4
8393 FASLG TBX21
8394 GADD45B FOS
8395 GADD45G FOS
8396 FOS GZMA
8397 GZMB FOS
8398 FOS HLA-DRA
8399 FOS IL12A
8400 FOS IL12RB1
8401 FOS IL12RB2
8402 FOS IL18
8403 FOS IL18R1
8404 FOS IL18RAP
8405 IL1B FOS
8406 IL1R1 FOS
8407 NOS2 FOS
8408 RELB FOS
8409 FOS STAT4
8410 FOS TBX21
8411 GADD45B GZMA
8412 GADD45B GZMB
8413 GADD45B HLA-DRA
8414 GADD45B IFNG
8415 GADD45B IL12A
8416 GADD45B IL12RB1
8417 GADD45B IL12RB2
8418 GADD45B IL18
8419 GADD45B IL18R1
8420 GADD45B IL18RAP
8421 GADD45B IL1B
8422 GADD45B IL1R1
8423 GADD45B IL2RA
8424 GADD45B IL2RB
8425 GADD45B LCK
8426 GADD45B NOS2
8427 GADD45B RELB
8428 GADD45B SOCS1
8429 GADD45B STAT4
8430 GADD45B TBX21
8431 GADD45G GZMA
8432 GADD45G GZMB
8433 GADD45G HLA-DRA
8434 GADD45G IFNG
8435 GADD45G IL12A
8436 GADD45G IL12RB1
8437 GADD45G IL12RB2
8438 GADD45G IL18
8439 GADD45G IL18R1
8440 GADD45G IL18RAP
8441 GADD45G IL1B
8442 GADD45G IL1R1
8443 GADD45G IL2RA
8444 GADD45G IL2RB
8445 GADD45G LCK
8446 GADD45G NOS2
8447 GADD45G RELB
8448 GADD45G SOCS1
8449 GADD45G STAT4
8450 GADD45G TBX21
8451 GZMB GZMA
8452 HLA-DRA GZMA
8453 IFNG GZMA
8454 IL12A GZMA
8455 IL12RB1 GZMA
8456 IL12RB2 GZMA
8457 IL18 GZMA
8458 IL18R1 GZMA
8459 IL18RAP GZMA
8460 IL1B GZMA
8461 IL1R1 GZMA
8462 IL2RA GZMA
8463 IL2RB GZMA
8464 LCK GZMA
8465 MAP2K6 GZMA
8466 NOS2 GZMA
8467 RELB GZMA
8468 SOCS1 GZMA
8469 STAT4 GZMA
